source_row_index,package,group_id,dataset_class_id,model_class_index,class_name,split
1209,com.zmm.meat,com.zmm.meat,1,0,Adware,test
1216,ps.wb.csppxx.lock20131217002548,ps.wb.csppxx.lock20131217002548,1,0,Adware,test
1217,org.nomnq.bcdbcf12014.mobile,org.nomnq.bcdbcf12014.mobile,1,0,Adware,test
1220,com.chenjg.txtbrowser.guiji,com.chenjg.txtbrowser.guiji,1,0,Adware,test
1224,com.dangerb.livewallpaper.yejin,com.dangerb.livewallpaper.yejin,1,0,Adware,test
1239,com.mogo.shuiguollk,com.mogo.shuiguollk,1,0,Adware,test
1242,com.mobi.livewallpaper.wmhhsfzl2,com.mobi.livewallpaper.wmhhsfzl2,1,0,Adware,test
1246,com.androidemu.harvexueren.kkcsdjnvjfbvdfvdbvg,com.androidemu.harvexueren.kkcsdjnvjfbvdfvdbvg,1,0,Adware,test
1247,com.wuwu.hwdd.book,com.wuwu.hwdd.book,1,0,Adware,test
1251,com.androidemu.kqzhandouxin,com.androidemu.kqzhandouxin,1,0,Adware,test
1255,com.example.sc,com.example.sc,2,1,Banking Malware,test
1282,com.test.t000004,com.test.t000004,2,1,Banking Malware,test
1293,,__missing_package_row_1293,2,1,Banking Malware,test
1301,lbbrboeutum.ukaaslbgmejr.rdbsehhmdkvw,lbbrboeutum.ukaaslbgmejr.rdbsehhmdkvw,2,1,Banking Malware,test
1312,com.power.core.setting,com.power.core.setting,2,1,Banking Malware,test
1323,com.bitsetter.minishark,com.bitsetter.minishark,2,1,Banking Malware,test
1348,,__missing_package_row_1348,2,1,Banking Malware,test
1350,com.picotory.voicesphere,com.picotory.voicesphere,2,1,Banking Malware,test
1354,com.mixajdwiq.dd,com.mixajdwiq.dd,2,1,Banking Malware,test
1355,com.vivaciousness.secrete,com.vivaciousness.secrete,2,1,Banking Malware,test
1363,xiivig.kbzezj.fwlnxn,xiivig.kbzezj.fwlnxn,2,1,Banking Malware,test
1368,com.brand818.promo256,com.brand818.promo256,2,1,Banking Malware,test
1381,com.ewjkl32,com.ewjkl32,2,1,Banking Malware,test
1402,,__missing_package_row_1402,2,1,Banking Malware,test
1408,com.dkzvs.zmaw,com.dkzvs.zmaw,2,1,Banking Malware,test
1413,com.play.studio.gnsandpstls,com.play.studio.gnsandpstls,2,1,Banking Malware,test
1419,vaxe.kaud.besc,vaxe.kaud.besc,2,1,Banking Malware,test
1426,bvuh.lfekjvw.ifnxfr,bvuh.lfekjvw.ifnxfr,2,1,Banking Malware,test
1450,xiao88.da99.view,xiao88.da99.view,2,1,Banking Malware,test
1454,org.slempo.service,org.slempo.service,2,1,Banking Malware,test
1457,com.yiwqfsaie.qithcati,com.yiwqfsaie.qithcati,2,1,Banking Malware,test
1462,xxxxxxxx.yyyyyyyy.zzzzzzzz,xxxxxxxx.yyyyyyyy.zzzzzzzz,2,1,Banking Malware,test
1472,com.misoxaqre9.dd,com.misoxaqre9.dd,2,1,Banking Malware,test
1480,com.mte.hs,com.mte.hs,2,1,Banking Malware,test
1488,machine.setting.view,machine.setting.view,2,1,Banking Malware,test
1494,,__missing_package_row_1494,2,1,Banking Malware,test
1497,com.bettertomorrowapps.camerablock,com.bettertomorrowapps.camerablock,2,1,Banking Malware,test
1509,com.android.market,com.android.market,2,1,Banking Malware,test
1520,com.yandex226.yandex967,com.yandex226.yandex967,2,1,Banking Malware,test
1527,com.ko.kor,com.ko.kor,2,1,Banking Malware,test
1531,com.blogace.hazelspace,com.blogace.hazelspace,2,1,Banking Malware,test
1536,com.soft890.soft960,com.soft890.soft960,2,1,Banking Malware,test
1543,com.gl01.gl02,com.gl01.gl02,2,1,Banking Malware,test
1546,qhqjiq.vqbdym.rydutd,qhqjiq.vqbdym.rydutd,2,1,Banking Malware,test
1548,mcnvme.bkjdri.rqebog,mcnvme.bkjdri.rqebog,2,1,Banking Malware,test
1554,c.l,c.l,2,1,Banking Malware,test
1557,com.hananewbank,com.hananewbank,2,1,Banking Malware,test
1575,uui10.uui20.view,uui10.uui20.view,2,1,Banking Malware,test
1578,kdkjj.kalld.alvaae,kdkjj.kalld.alvaae,2,1,Banking Malware,test
1591,yvzzhz.ljmpzj.pxhbvi,yvzzhz.ljmpzj.pxhbvi,2,1,Banking Malware,test
1596,,__missing_package_row_1596,2,1,Banking Malware,test
1600,,__missing_package_row_1600,2,1,Banking Malware,test
1630,,__missing_package_row_1630,2,1,Banking Malware,test
1662,com.kbstar.kbbank,com.kbstar.kbbank,2,1,Banking Malware,test
1684,,__missing_package_row_1684,2,1,Banking Malware,test
1687,com.ewjkl32,com.ewjkl32,2,1,Banking Malware,test
1694,gronvp.fquaollmlcgx.ntjpxtepxyy,gronvp.fquaollmlcgx.ntjpxtepxyy,2,1,Banking Malware,test
1700,com.ikmsLx2.ltp2Xjc,com.ikmsLx2.ltp2Xjc,2,1,Banking Malware,test
1724,yun01.long01.view,yun01.long01.view,2,1,Banking Malware,test
1732,ukwxt.wsj.dcir34,ukwxt.wsj.dcir34,2,1,Banking Malware,test
1735,,__missing_package_row_1735,2,1,Banking Malware,test
1742,com.menkkksgdgting.Solo,com.menkkksgdgting.Solo,2,1,Banking Malware,test
1743,com.example.kb,com.example.kb,2,1,Banking Malware,test
1748,jjha.dkanvbna.dkfaade,jjha.dkanvbna.dkfaade,2,1,Banking Malware,test
1776,,__missing_package_row_1776,2,1,Banking Malware,test
1843,com.ssh,com.ssh,2,1,Banking Malware,test
1848,com.yebigun,com.yebigun,2,1,Banking Malware,test
1850,com.pfde32rd,com.pfde32rd,2,1,Banking Malware,test
1854,,__missing_package_row_1854,2,1,Banking Malware,test
1858,,__missing_package_row_1858,2,1,Banking Malware,test
1875,com.lock.app,com.lock.app,2,1,Banking Malware,test
1895,com.bckalz.iphone5s,com.bckalz.iphone5s,2,1,Banking Malware,test
1898,com.sec.mnd.up,com.sec.mnd.up,2,1,Banking Malware,test
1904,emsquan3.emsquan4.view,emsquan3.emsquan4.view,2,1,Banking Malware,test
1914,,__missing_package_row_1914,2,1,Banking Malware,test
1920,com.herocraft.gamesfrg.scrubs,com.herocraft.gamesfrg.scrubs,2,1,Banking Malware,test
1922,com.jree.jigsawpool,com.jree.jigsawpool,2,1,Banking Malware,test
1925,,__missing_package_row_1925,2,1,Banking Malware,test
1932,com.kbdhdkf.net,com.kbdhdkf.net,2,1,Banking Malware,test
1941,it.sandroid.runu2,it.sandroid.runu2,2,1,Banking Malware,test
1946,g31fhsgzqxzl.gf,g31fhsgzqxzl.gf,2,1,Banking Malware,test
1948,,__missing_package_row_1948,2,1,Banking Malware,test
1956,,__missing_package_row_1956,2,1,Banking Malware,test
1979,,__missing_package_row_1979,2,1,Banking Malware,test
2016,com.inca.nhyundai,com.inca.nhyundai,2,1,Banking Malware,test
2020,com.google.scc,com.google.scc,2,1,Banking Malware,test
2046,gphcrinzmux.ivbantilxi.rzbrwwbal,gphcrinzmux.ivbantilxi.rzbrwwbal,2,1,Banking Malware,test
2050,com.qrs.bvg,com.qrs.bvg,2,1,Banking Malware,test
2074,com.dksemdh.kr,com.dksemdh.kr,2,1,Banking Malware,test
2077,,__missing_package_row_2077,2,1,Banking Malware,test
2098,com.shoushou88.zhezhe99,com.shoushou88.zhezhe99,2,1,Banking Malware,test
2099,,__missing_package_row_2099,2,1,Banking Malware,test
2116,com.empo001.empo002,com.empo001.empo002,2,1,Banking Malware,test
2118,com.za0001.za0002,com.za0001.za0002,2,1,Banking Malware,test
2123,com.menyekedgting.Solo,com.menyekedgting.Solo,2,1,Banking Malware,test
2141,com.zzaa009,com.zzaa009,2,1,Banking Malware,test
2143,vxdu.kuakd.kvhag,vxdu.kuakd.kvhag,2,1,Banking Malware,test
2154,stat88.blue99.view,stat88.blue99.view,2,1,Banking Malware,test
2181,com.hana.tcdvo,com.hana.tcdvo,2,1,Banking Malware,test
2194,,__missing_package_row_2194,2,1,Banking Malware,test
2196,com.android.pill,com.android.pill,2,1,Banking Malware,test
2223,,__missing_package_row_2223,2,1,Banking Malware,test
2235,com.kaka01.kaka02,com.kaka01.kaka02,2,1,Banking Malware,test
2238,com.spectorsoft.eblasterinstaller,com.spectorsoft.eblasterinstaller,2,1,Banking Malware,test
2266,com.gingercast.codearray,com.gingercast.codearray,2,1,Banking Malware,test
2301,com.dobi.holocaust435,com.dobi.holocaust435,2,1,Banking Malware,test
2305,htu.jkvozytns.dqvw,htu.jkvozytns.dqvw,2,1,Banking Malware,test
2314,com.google.goo,com.google.goo,2,1,Banking Malware,test
2328,,__missing_package_row_2328,2,1,Banking Malware,test
2338,com.snapmoth.picoture,com.snapmoth.picoture,2,1,Banking Malware,test
2345,com.ansqkf.ko,com.ansqkf.ko,2,1,Banking Malware,test
2371,com.BioTechnology.iClientsService35194,com.BioTechnology.iClientsService35194,2,1,Banking Malware,test
2378,,__missing_package_row_2378,2,1,Banking Malware,test
2396,com.dfoe.dfodf,com.dfoe.dfodf,2,1,Banking Malware,test
2407,zsrelk.ttynbz.skmfnj,zsrelk.ttynbz.skmfnj,2,1,Banking Malware,test
2414,vb101.vb102.view,vb101.vb102.view,2,1,Banking Malware,test
2421,sojgp.zdga.pwrjbzetltzu,sojgp.zdga.pwrjbzetltzu,2,1,Banking Malware,test
2431,,__missing_package_row_2431,2,1,Banking Malware,test
2454,com.security.service,com.security.service,2,1,Banking Malware,test
2465,com.wrkodnfl9.abc,com.wrkodnfl9.abc,2,1,Banking Malware,test
2486,fr.mildlyusefulsoftware.awesomesportcars,fr.mildlyusefulsoftware.awesomesportcars,2,1,Banking Malware,test
2496,plp82.plp010.view,plp82.plp010.view,2,1,Banking Malware,test
2499,iaklv.aaakidkf.adkfaja,iaklv.aaakidkf.adkfaja,2,1,Banking Malware,test
2500,com.ngthz.polooy,com.ngthz.polooy,2,1,Banking Malware,test
2505,com.myfoot.cn,com.myfoot.cn,2,1,Banking Malware,test
2507,,__missing_package_row_2507,2,1,Banking Malware,test
2512,com.mefsfdnyekedgting.Solo,com.mefsfdnyekedgting.Solo,2,1,Banking Malware,test
2521,,__missing_package_row_2521,2,1,Banking Malware,test
2531,zoeaai.sbevo.tadkw,zoeaai.sbevo.tadkw,2,1,Banking Malware,test
2542,com.skybdatefile,com.skybdatefile,2,1,Banking Malware,test
2546,pan12.yu12.view,pan12.yu12.view,2,1,Banking Malware,test
2555,zza.zzb.view,zza.zzb.view,2,1,Banking Malware,test
2558,com.heihuang.ivw,com.heihuang.ivw,2,1,Banking Malware,test
2566,eu.qtzrjq.needforspeedunderground,eu.qtzrjq.needforspeedunderground,2,1,Banking Malware,test
2568,,__missing_package_row_2568,2,1,Banking Malware,test
2577,,__missing_package_row_2577,2,1,Banking Malware,test
2579,com.example.xh,com.example.xh,2,1,Banking Malware,test
2580,qhwrwagquvp.qcinowvig.gpwxjjxhu,qhwrwagquvp.qcinowvig.gpwxjjxhu,2,1,Banking Malware,test
2592,com.rhddnjs.kr,com.rhddnjs.kr,2,1,Banking Malware,test
2593,com.example.com.android.message3,com.example.com.android.message3,2,1,Banking Malware,test
2599,com.mmtiix.dd,com.mmtiix.dd,2,1,Banking Malware,test
2600,kor00.kor11.view,kor00.kor11.view,2,1,Banking Malware,test
2604,,__missing_package_row_2604,2,1,Banking Malware,test
2609,appinventor.ai_funayamajogos.BancodoBrasil,appinventor.ai_funayamajogos.BancodoBrasil,2,1,Banking Malware,test
2617,com.empo001.empo002,com.empo001.empo002,2,1,Banking Malware,test
2625,com.google.apps.twozoeine,com.google.apps.twozoeine,2,1,Banking Malware,test
2627,,__missing_package_row_2627,2,1,Banking Malware,test
2650,com.wmz.timelock,com.wmz.timelock,2,1,Banking Malware,test
2665,com.fennu01.fennu02,com.fennu01.fennu02,2,1,Banking Malware,test
2700,,__missing_package_row_2700,2,1,Banking Malware,test
2710,menqmlxvk.bqwrxi.vsifvmmqld,menqmlxvk.bqwrxi.vsifvmmqld,2,1,Banking Malware,test
2712,,__missing_package_row_2712,2,1,Banking Malware,test
2745,org.slempo.service,org.slempo.service,2,1,Banking Malware,test
2764,,__missing_package_row_2764,2,1,Banking Malware,test
2781,com.caf.fmradio,com.caf.fmradio,2,1,Banking Malware,test
2805,,__missing_package_row_2805,2,1,Banking Malware,test
2845,com.nh,com.nh,2,1,Banking Malware,test
2857,,__missing_package_row_2857,2,1,Banking Malware,test
2868,com.manicapps.sevendiamonds,com.manicapps.sevendiamonds,2,1,Banking Malware,test
2870,wlmradybbih.qapmyfitm.mritnhai,wlmradybbih.qapmyfitm.mritnhai,2,1,Banking Malware,test
2890,com.dfoe.dfodf,com.dfoe.dfodf,2,1,Banking Malware,test
2897,com.sh.abc,com.sh.abc,2,1,Banking Malware,test
2903,com.dooblou.SECuRETLiveStream,com.dooblou.SECuRETLiveStream,2,1,Banking Malware,test
