source_row_index,package,group_id,dataset_class_id,class_name,natural_split
33,com.han.srmm1,com.han.srmm1,1,Adware,test
34,com.sargweh.ergewrty,com.sargweh.ergewrty,1,Adware,validation
35,com.sharemore.nfc.transport,com.sharemore.nfc.transport,1,Adware,validation
36,com.gp.paopaoyu,com.gp.paopaoyu,1,Adware,train
37,com.androidemu.harvemario,com.androidemu.harvemario,1,Adware,train
38,com.sale.reader.huangguangxuzhmryczwkz,com.sale.reader.huangguangxuzhmryczwkz,1,Adware,validation
39,com.ChildrenStroy,com.ChildrenStroy,1,Adware,validation
40,com.kandian.vodapp,com.kandian.vodapp,1,Adware,train
41,com.scientists.wogps,com.scientists.wogps,1,Adware,test
42,com.app4ever.book.zemao,com.app4ever.book.zemao,1,Adware,train
43,com.fisher.union.voicenotify,com.fisher.union.voicenotify,1,Adware,train
44,ps.wb.music20130318002792,ps.wb.music20130318002792,1,Adware,validation
45,com.qimikeji.zhuan,com.qimikeji.zhuan,1,Adware,train
46,com.android.mmreader872,com.android.mmreader872,1,Adware,train
47,com.androidemu.neszsebwdlpy,com.androidemu.neszsebwdlpy,1,Adware,test
48,com.yqy.wnzs,com.yqy.wnzs,1,Adware,test
49,com.greensoft.JingJiShiYongNan,com.greensoft.JingJiShiYongNan,1,Adware,train
50,com.example.off_line_read,com.example.off_line_read,1,Adware,train
51,ps.wb.csppxx.lock20120708000919,ps.wb.csppxx.lock20120708000919,1,Adware,test
52,com.dobi.dgalley237,com.dobi.dgalley237,1,Adware,train
53,com.wyf.gps3,com.wyf.gps3,1,Adware,train
54,com.topteam.flashlight,com.topteam.flashlight,1,Adware,train
55,com.fywork.summer,com.fywork.summer,1,Adware,train
56,com.sy.activity,com.sy.activity,1,Adware,train
57,com.android.mmreader105,com.android.mmreader105,1,Adware,train
58,com.android.mmreader254,com.android.mmreader254,1,Adware,validation
59,org.jq.zmdr,org.jq.zmdr,1,Adware,validation
60,com.han.zbbxt1,com.han.zbbxt1,1,Adware,validation
61,ps.wb.music20130424000149,ps.wb.music20130424000149,1,Adware,validation
62,googlems.firefoxspirit,googlems.firefoxspirit,1,Adware,validation
63,com.example.welcometiq,com.example.welcometiq,1,Adware,train
64,cn.c5138891.kill,cn.c5138891.kill,1,Adware,validation
65,cn.com.lw.lockScreenHeart,cn.com.lw.lockScreenHeart,1,Adware,validation
66,com.fdbfgy.xnbggqw.szdsdfs,com.fdbfgy.xnbggqw.szdsdfs,1,Adware,train
67,com.king.batterytest,com.king.batterytest,1,Adware,train
68,lMaUZt.mKpCH.dtpav,lMaUZt.mKpCH.dtpav,1,Adware,train
69,com.sg.em.threefight,com.sg.em.threefight,1,Adware,train
70,com.xqualcomm.desertwinds,com.xqualcomm.desertwinds,1,Adware,validation
71,com.jeef.WifiAssistant,com.jeef.WifiAssistant,1,Adware,train
72,com.gp.tiltmazes,com.gp.tiltmazes,1,Adware,test
73,com.root.master,com.root.master,1,Adware,validation
74,goodyes.signgps,goodyes.signgps,1,Adware,test
75,com.ccy.android.onekeyclean,com.ccy.android.onekeyclean,1,Adware,train
76,com.evilsunflower.reader.evilXiaoli,com.evilsunflower.reader.evilXiaoli,1,Adware,validation
77,com.qimikeji.zhuan,com.qimikeji.zhuan,1,Adware,train
78,com.android.mmreader641,com.android.mmreader641,1,Adware,train
79,com.requiem.slimeballLiterar,com.requiem.slimeballLiterar,1,Adware,test
80,com.light.ddp3,com.light.ddp3,1,Adware,train
81,pk.noqtq.bcdfif12474.animal,pk.noqtq.bcdfif12474.animal,1,Adware,test
82,googleanzhi.pokercard,googleanzhi.pokercard,1,Adware,test
83,com.kok.shuiguoji,com.kok.shuiguoji,1,Adware,train
84,com.ps.keepaccount,com.ps.keepaccount,1,Adware,train
85,com.jing.zhuanfengle,com.jing.zhuanfengle,1,Adware,train
86,com.ADASiteMap,com.ADASiteMap,1,Adware,train
87,googleanzhimsgo.donttouchred,googleanzhimsgo.donttouchred,1,Adware,validation
88,com.saubcy.games.ColorfulBalls.market,com.saubcy.games.ColorfulBalls.market,1,Adware,train
89,com.sproutim.android.train,com.sproutim.android.train,1,Adware,train
90,org.jq.zmdr,org.jq.zmdr,1,Adware,validation
91,movecont2.musicfo13gold,movecont2.musicfo13gold,1,Adware,train
92,com.kkdcsjdnjdsfvndfv,com.kkdcsjdnjdsfvndfv,1,Adware,validation
93,com.mobi.screensaver.XMSP10,com.mobi.screensaver.XMSP10,1,Adware,train
94,tal.android.Puzzle,tal.android.Puzzle,1,Adware,train
95,com.android.mmreader439,com.android.mmreader439,1,Adware,train
96,com.content.ugly.liondr,com.content.ugly.liondr,1,Adware,validation
97,com.money.xgmv,com.money.xgmv,1,Adware,train
98,com.androidemu.harveshuangjl3,com.androidemu.harveshuangjl3,1,Adware,validation
99,com.rgekwjr.ergewr,com.rgekwjr.ergewr,1,Adware,validation
100,com.android.mmreader868,com.android.mmreader868,1,Adware,train
101,app.wb.ps.bz20130514000415,app.wb.ps.bz20130514000415,1,Adware,train
102,com.zhangchao.cgamcs.sunnyapp,com.zhangchao.cgamcs.sunnyapp,1,Adware,train
103,org.nounp.bcdjce12813.spool,org.nounp.bcdjce12813.spool,1,Adware,train
104,com.shajia.dainishuo,com.shajia.dainishuo,1,Adware,train
105,com.shirley.livewallpaper.shangmai,com.shirley.livewallpaper.shangmai,1,Adware,train
106,com.androidemu.harvemario,com.androidemu.harvemario,1,Adware,train
107,com.game.flash.jingdiantq,com.game.flash.jingdiantq,1,Adware,test
108,com.dray.apkclearer,com.dray.apkclearer,1,Adware,test
109,com.shirley.livewallpaper.waterfall,com.shirley.livewallpaper.waterfall,1,Adware,train
110,com.esatrw.rewty,com.esatrw.rewty,1,Adware,train
111,com.androidemu.harvekuaida3.swnosign,com.androidemu.harvekuaida3.swnosign,1,Adware,train
112,com.kait.shijieshangxiawuqiannian,com.kait.shijieshangxiawuqiannian,1,Adware,train
113,com.mobi.livewallpaper.xph2new,com.mobi.livewallpaper.xph2new,1,Adware,train
114,g.calculator.instax,g.calculator.instax,1,Adware,validation
115,com.molly.lock.mxtyspp,com.molly.lock.mxtyspp,1,Adware,test
116,com.dobi.hasten332,com.dobi.hasten332,1,Adware,train
117,com.android.mmreader493,com.android.mmreader493,1,Adware,train
118,com.android.mmreader255,com.android.mmreader255,1,Adware,train
119,com.android.mmreader2015,com.android.mmreader2015,1,Adware,train
120,bubei.tingshu,bubei.tingshu,1,Adware,train
121,com.tim.apps.mockgps,com.tim.apps.mockgps,1,Adware,train
122,com.gzlapp.reader,com.gzlapp.reader,1,Adware,train
123,Lock.you.com,Lock.you.com,1,Adware,train
124,com.mogo.puzzle,com.mogo.puzzle,1,Adware,validation
125,,__missing_package_row_125,1,Adware,train
127,com.android.mmreader318,com.android.mmreader318,1,Adware,test
128,com.ps.yams,com.ps.yams,1,Adware,test
129,net.yyasp.exam.accountant,net.yyasp.exam.accountant,1,Adware,test
130,com.android.mmreader345,com.android.mmreader345,1,Adware,train
131,com.shere.livewallpapersb179,com.shere.livewallpapersb179,1,Adware,test
132,liu.niu.soft.loverslkl01,liu.niu.soft.loverslkl01,1,Adware,test
133,com.androidemu.harvefengsb,com.androidemu.harvefengsb,1,Adware,validation
134,com.kait.brainteasers,com.kait.brainteasers,1,Adware,train
135,com.anzhi.qsjianfei,com.anzhi.qsjianfei,1,Adware,train
136,com.kb.Carrom3DFullcn,com.kb.Carrom3DFullcn,1,Adware,test
137,com.android.mmreader465,com.android.mmreader465,1,Adware,train
138,mobile.app248,mobile.app248,1,Adware,test
139,com.android.mmreader283,com.android.mmreader283,1,Adware,train
140,com.mobi.screensaver.qpqx,com.mobi.screensaver.qpqx,1,Adware,train
141,com.zhly.study,com.zhly.study,1,Adware,train
142,com.colorme.game.yxey,com.colorme.game.yxey,1,Adware,train
143,com.colorme.game.yiqizhaobieniuqq,com.colorme.game.yiqizhaobieniuqq,1,Adware,train
144,com.android.eagel.magicteach,com.android.eagel.magicteach,1,Adware,train
145,com.gp.search,com.gp.search,1,Adware,train
146,com.dseffects.xvbmwetyioa,com.dseffects.xvbmwetyioa,1,Adware,train
147,com.meiricai.app,com.meiricai.app,1,Adware,test
148,org.zs.www.mixedcolor,org.zs.www.mixedcolor,1,Adware,validation
149,com.baowa.gaoxiaorenshi,com.baowa.gaoxiaorenshi,1,Adware,train
150,com.LXorchid.dadishuing,com.LXorchid.dadishuing,1,Adware,test
151,cn.com.xiaof.livewallpaper.niaoyhx,cn.com.xiaof.livewallpaper.niaoyhx,1,Adware,test
152,com.ecmgqbugo,com.ecmgqbugo,1,Adware,test
153,sid.destiny,sid.destiny,1,Adware,train
154,com.ypb.g,com.ypb.g,1,Adware,train
155,com.mobi.livewallpaper.bbxy3,com.mobi.livewallpaper.bbxy3,1,Adware,train
156,com.example.com.samsung.srctj,com.example.com.samsung.srctj,1,Adware,train
157,com.greensoft.whlOuMeiShuaiGe,com.greensoft.whlOuMeiShuaiGe,1,Adware,train
158,com.greensoft.LunDunAoYun,com.greensoft.LunDunAoYun,1,Adware,validation
159,com.mogo.media,com.mogo.media,1,Adware,train
160,ren.xiaophailianliankan,ren.xiaophailianliankan,1,Adware,validation
161,com.gpsquanqiou.signs,com.gpsquanqiou.signs,1,Adware,train
162,com.gp.jewels,com.gp.jewels,1,Adware,train
163,ps.wb.csppxx.lock20121021001785,ps.wb.csppxx.lock20121021001785,1,Adware,test
164,com.androidemu.harvemaoxiandao4.swnewnewsign,com.androidemu.harvemaoxiandao4.swnewnewsign,1,Adware,train
165,com.androidemu.kaizhang.sanguozhi2,com.androidemu.kaizhang.sanguozhi2,1,Adware,train
166,ruswordroid.rusmodel,ruswordroid.rusmodel,1,Adware,validation
167,com.androidemu.harvechise.swnewsign,com.androidemu.harvechise.swnewsign,1,Adware,train
168,cn.bighead.livewallpaper.dongman124,cn.bighead.livewallpaper.dongman124,1,Adware,train
169,com.greensoft.whlALiDeXingFu,com.greensoft.whlALiDeXingFu,1,Adware,test
170,cn.com.gw.livewallpaper_yct,cn.com.gw.livewallpaper_yct,1,Adware,train
171,com.windrey.gfvc,com.windrey.gfvc,1,Adware,train
172,com.android.mmreader590,com.android.mmreader590,1,Adware,train
173,com.gp.search,com.gp.search,1,Adware,train
174,wealthsll.fruit1.sric.android,wealthsll.fruit1.sric.android,1,Adware,test
175,com.windrey.penguin,com.windrey.penguin,1,Adware,test
176,com.dobi.dgalley242,com.dobi.dgalley242,1,Adware,train
177,com.android.mmreader515,com.android.mmreader515,1,Adware,train
178,com.wangyh.book.meinvzhuchi,com.wangyh.book.meinvzhuchi,1,Adware,train
179,ps.wb.music20130401002969,ps.wb.music20130401002969,1,Adware,train
180,com.dangerb.livewallpaper.my,com.dangerb.livewallpaper.my,1,Adware,validation
181,com.work.game,com.work.game,1,Adware,test
182,com.lbeing.word.kaoyan,com.lbeing.word.kaoyan,1,Adware,test
183,com.colorme.game.Dragonball,com.colorme.game.Dragonball,1,Adware,test
184,com.qimikeji.zhuan,com.qimikeji.zhuan,1,Adware,train
185,ps.wb.music20130407002986,ps.wb.music20130407002986,1,Adware,train
186,com.gp.geekadoo,com.gp.geekadoo,1,Adware,train
187,com.android.mmreader28,com.android.mmreader28,1,Adware,train
188,com.mobi.pet.xl,com.mobi.pet.xl,1,Adware,validation
189,com.feidou.flydoushoutui,com.feidou.flydoushoutui,1,Adware,train
190,com.gp.solitaire,com.gp.solitaire,1,Adware,train
191,com.gp.geekadoo,com.gp.geekadoo,1,Adware,train
192,zhiwu.dazhanhaichong.chone,zhiwu.dazhanhaichong.chone,1,Adware,train
193,com.p.wallpaper.c57,com.p.wallpaper.c57,1,Adware,train
194,ren.chebiaolianliankan,ren.chebiaolianliankan,1,Adware,validation
195,com.qimikeji.zhuan,com.qimikeji.zhuan,1,Adware,train
196,cn.zilin.library.food.ui,cn.zilin.library.food.ui,1,Adware,train
197,shoujidianshi.duopool.mianfie,shoujidianshi.duopool.mianfie,1,Adware,train
198,com.mobi.screensaver.alnine6,com.mobi.screensaver.alnine6,1,Adware,test
199,com.rainbow.Diz,com.rainbow.Diz,1,Adware,test
200,com.dandaner.jamjam,com.dandaner.jamjam,1,Adware,train
201,com.hao.zwyouhuadashic,com.hao.zwyouhuadashic,1,Adware,train
202,com.android.mmreader460,com.android.mmreader460,1,Adware,train
203,com.jeef.AlongYou,com.jeef.AlongYou,1,Adware,train
204,com.markeu.msscan,com.markeu.msscan,1,Adware,test
205,com.wangyh.bluetooth,com.wangyh.bluetooth,1,Adware,validation
206,com.qukantuv2.app,com.qukantuv2.app,1,Adware,train
207,com.androidemu.harvehundouluo,com.androidemu.harvehundouluo,1,Adware,validation
208,ps.wb.music20130821001578,ps.wb.music20130821001578,1,Adware,train
209,ps.wb.music20130922001776,ps.wb.music20130922001776,1,Adware,test
210,com.gker.five,com.gker.five,1,Adware,validation
211,com.muzhiwan.gamehelper.memorymanagerkk,com.muzhiwan.gamehelper.memorymanagerkk,1,Adware,train
212,ps.wb.csppxx.lock0011,ps.wb.csppxx.lock0011,1,Adware,train
213,com.roy.AndroidBoom,com.roy.AndroidBoom,1,Adware,train
214,com.android.mmreader104,com.android.mmreader104,1,Adware,test
215,cn.com.gw.Football,cn.com.gw.Football,1,Adware,validation
216,com.tianming,com.tianming,1,Adware,validation
217,com.mobi.screensaver.mengxiaoxi,com.mobi.screensaver.mengxiaoxi,1,Adware,train
218,com.mogo.guoshullk,com.mogo.guoshullk,1,Adware,validation
219,cn.com.xiaol.livewallpaper.jpqcmn,cn.com.xiaol.livewallpaper.jpqcmn,1,Adware,train
220,com.ant.wordhumor,com.ant.wordhumor,1,Adware,train
221,doudoufight.vent,doudoufight.vent,1,Adware,test
222,com.mm.plugins.contactsprotect.phoneintercept1,com.mm.plugins.contactsprotect.phoneintercept1,1,Adware,test
223,com.ps.llk,com.ps.llk,1,Adware,validation
224,com.wyf.quwen3,com.wyf.quwen3,1,Adware,train
225,com.youcheng.hoax,com.youcheng.hoax,1,Adware,train
226,org.notnm.bcdicb12710.plant,org.notnm.bcdicb12710.plant,1,Adware,train
227,com.wphm.englishzhongkao.activitys,com.wphm.englishzhongkao.activitys,1,Adware,validation
228,com.android.myfwtrain,com.android.myfwtrain,1,Adware,train
229,orz.lk.mydt,orz.lk.mydt,1,Adware,test
230,com.root.android.safety,com.root.android.safety,1,Adware,train
231,com.sostation.llk,com.sostation.llk,1,Adware,validation
232,mobile.app176,mobile.app176,1,Adware,train
233,com.gp.zoo,com.gp.zoo,1,Adware,validation
234,com.gp.monolith,com.gp.monolith,1,Adware,train
235,com.ps.pintu.view,com.ps.pintu.view,1,Adware,train
236,tiger.wzsrxdtv,tiger.wzsrxdtv,1,Adware,validation
237,com.gp.search,com.gp.search,1,Adware,train
238,com.qianming,com.qianming,1,Adware,validation
239,com.livegame.wallpapermingche,com.livegame.wallpapermingche,1,Adware,train
240,wxjb.sophycangjingkong,wxjb.sophycangjingkong,1,Adware,train
241,com.android.mmreader693,com.android.mmreader693,1,Adware,test
242,com.android.mmreader1440,com.android.mmreader1440,1,Adware,train
243,org.ali.iphonescreen,org.ali.iphonescreen,1,Adware,test
244,com.shuqi.paid.controller,com.shuqi.paid.controller,1,Adware,train
245,com.rp.screensaver.ysjqr2,com.rp.screensaver.ysjqr2,1,Adware,train
246,movecont2.musichuangmeixi,movecont2.musichuangmeixi,1,Adware,train
247,net.hidroid.privacy,net.hidroid.privacy,1,Adware,test
248,org.nba.core,org.nba.core,1,Adware,validation
249,com.android.mmreader429,com.android.mmreader429,1,Adware,test
250,com.gpsactions.com,com.gpsactions.com,1,Adware,train
251,com.kemi.telephony.activity,com.kemi.telephony.activity,1,Adware,train
252,com.tt.haiyangdongwulilikan.test,com.tt.haiyangdongwulilikan.test,1,Adware,validation
253,ygc.flower.yxb.activity,ygc.flower.yxb.activity,1,Adware,train
254,com.wei.and.njjzw.qute.moy,com.wei.and.njjzw.qute.moy,1,Adware,test
255,com.android.mmreader477,com.android.mmreader477,1,Adware,train
256,net.nompt.bcdbei12037.animal,net.nompt.bcdbei12037.animal,1,Adware,test
257,com.androidemu.harvehundouluo30,com.androidemu.harvehundouluo30,1,Adware,train
258,jiUAU.xhKbu.envE,jiUAU.xhKbu.envE,1,Adware,validation
259,googlems.rescuedog,googlems.rescuedog,1,Adware,train
260,com.zhuaz.shoushencaodq,com.zhuaz.shoushencaodq,1,Adware,train
261,net.yebaihe.bizhim902,net.yebaihe.bizhim902,1,Adware,train
262,com.xoYu.Games.AngryBirdsLinking,com.xoYu.Games.AngryBirdsLinking,1,Adware,test
263,com.bizhi.wallpaperslideshow,com.bizhi.wallpaperslideshow,1,Adware,train
264,com.music.yinyuesuishenting,com.music.yinyuesuishenting,1,Adware,train
265,sunkay.BookXueshanfeihu,sunkay.BookXueshanfeihu,1,Adware,test
266,com.moon.player.cl,com.moon.player.cl,1,Adware,train
267,com.ps.square,com.ps.square,1,Adware,validation
268,cmcom.elsdoerfer.android.autostarts,cmcom.elsdoerfer.android.autostarts,1,Adware,test
269,newgame.xmlbx2016,newgame.xmlbx2016,1,Adware,train
270,xiezhenji.android,xiezhenji.android,1,Adware,validation
271,com.mogo.bequick,com.mogo.bequick,1,Adware,test
272,com.gp.search,com.gp.search,1,Adware,train
273,com.zhidong.xiadao,com.zhidong.xiadao,1,Adware,train
274,com.hao.ccjingtingfy,com.hao.ccjingtingfy,1,Adware,test
275,com.mobi.screensaver.nuan6,com.mobi.screensaver.nuan6,1,Adware,validation
276,com.game.forces,com.game.forces,1,Adware,train
277,com.task.manager.root,com.task.manager.root,1,Adware,train
278,com.shirley.morytest,com.shirley.morytest,1,Adware,train
279,com.android.mmreader834,com.android.mmreader834,1,Adware,train
280,com.kandian.ustvapp,com.kandian.ustvapp,1,Adware,test
281,com.android.mmreader867,com.android.mmreader867,1,Adware,train
282,com.livegame.wallpaperjiguang,com.livegame.wallpaperjiguang,1,Adware,train
283,com.thinkyeah.smartlockfree,com.thinkyeah.smartlockfree,1,Adware,test
284,org.kman.nnbvvccxz,org.kman.nnbvvccxz,1,Adware,train
285,com.dooqu.android.ledbanner,com.dooqu.android.ledbanner,1,Adware,train
286,com.mobi.common.main.mla71,com.mobi.common.main.mla71,1,Adware,test
287,com.japanese,com.japanese,1,Adware,train
288,com.duan.jianti,com.duan.jianti,1,Adware,train
289,bjoy.agame.bcd.shuiguolaohuji,bjoy.agame.bcd.shuiguolaohuji,1,Adware,train
290,com.colorme.game.qinshoubenxingceshi,com.colorme.game.qinshoubenxingceshi,1,Adware,test
291,com.ps.mine,com.ps.mine,1,Adware,test
292,com.cosina.game.activity,com.cosina.game.activity,1,Adware,train
293,com.nanoha.DeviceAdmin,com.nanoha.DeviceAdmin,1,Adware,test
294,com.android.mmreader689,com.android.mmreader689,1,Adware,train
295,com.android.mmreader771,com.android.mmreader771,1,Adware,test
296,com.cn.hooper.compass,com.cn.hooper.compass,1,Adware,validation
297,com.android.mmreader502,com.android.mmreader502,1,Adware,test
298,com.lbeing.word.kaoyan,com.lbeing.word.kaoyan,1,Adware,test
299,com.pickwifi,com.pickwifi,1,Adware,train
300,com.keedor.app.translator.zhcnko,com.keedor.app.translator.zhcnko,1,Adware,train
301,com.shere.assistivetouch.holo,com.shere.assistivetouch.holo,1,Adware,train
302,net.wangyuanjing.abc,net.wangyuanjing.abc,1,Adware,test
303,com.livegame.rss,com.livegame.rss,1,Adware,train
304,com.shirley.livewallpaper.sea,com.shirley.livewallpaper.sea,1,Adware,train
305,com.ps.keepaccount,com.ps.keepaccount,1,Adware,train
306,com.michael.landlords,com.michael.landlords,1,Adware,train
307,com.android.mmreader33,com.android.mmreader33,1,Adware,test
308,com.evilsunflower.reader.evilQichang,com.evilsunflower.reader.evilQichang,1,Adware,validation
309,googleanzhi.zerohourelection,googleanzhi.zerohourelection,1,Adware,train
310,com.oyell.mayi,com.oyell.mayi,1,Adware,train
311,com.androidemu.harvesongshuzz,com.androidemu.harvesongshuzz,1,Adware,test
312,cn.bighead.livewallpaper.jianfei197xzq,cn.bighead.livewallpaper.jianfei197xzq,1,Adware,test
313,com.colorme.game.binishuishangshijie,com.colorme.game.binishuishangshijie,1,Adware,train
314,com.yunxin.book.kantous,com.yunxin.book.kantous,1,Adware,train
315,com.TheRingAndroid,com.TheRingAndroid,1,Adware,validation
316,com.mobi.livewallpaper.dyynh6,com.mobi.livewallpaper.dyynh6,1,Adware,train
317,com.cdjm.StealFruit.core,com.cdjm.StealFruit.core,1,Adware,test
318,com.iym.leyuan,com.iym.leyuan,1,Adware,train
319,com.colorme.game.zenonmegablast,com.colorme.game.zenonmegablast,1,Adware,test
320,com.baidu.superservice,com.baidu.superservice,1,Adware,validation
321,im.qvod.android,im.qvod.android,1,Adware,validation
322,com.iym.xhonline,com.iym.xhonline,1,Adware,validation
323,com.colorme.game.tuqiuzhanshi,com.colorme.game.tuqiuzhanshi,1,Adware,train
324,net.hidroid.hiapn.cn,net.hidroid.hiapn.cn,1,Adware,train
325,com.metre.zqw,com.metre.zqw,1,Adware,train
326,com.yyb.laorenyuhai,com.yyb.laorenyuhai,1,Adware,train
327,com.xingai100,com.xingai100,1,Adware,train
328,com.lmq.qsj,com.lmq.qsj,1,Adware,train
329,com.colorme.game.PaintingCube3,com.colorme.game.PaintingCube3,1,Adware,validation
330,com.nompq.bcdbef12034.animal,com.nompq.bcdbef12034.animal,1,Adware,train
331,itaogame.imgapp23,itaogame.imgapp23,1,Adware,train
332,com.justnote,com.justnote,1,Adware,train
333,googleanzhi.dinosaurruns,googleanzhi.dinosaurruns,1,Adware,train
334,com.android.mmreader705,com.android.mmreader705,1,Adware,train
335,cn.com.nommv.bcdbbk12009.bee,cn.com.nommv.bcdbbk12009.bee,1,Adware,train
336,com.greensoft.xiaRiQingLiang,com.greensoft.xiaRiQingLiang,1,Adware,test
337,com.just521.mydraw,com.just521.mydraw,1,Adware,train
338,com.npsou.bcehdj13628.plant,com.npsou.bcehdj13628.plant,1,Adware,test
339,com.clearapp_bysc,com.clearapp_bysc,1,Adware,test
340,com.gamevisa8.fish,com.gamevisa8.fish,1,Adware,train
341,com.ts.ysxs,com.ts.ysxs,1,Adware,train
342,com.eng.word40,com.eng.word40,1,Adware,validation
343,net.loonggg.traintime,net.loonggg.traintime,1,Adware,validation
344,com.android.mmreader282,com.android.mmreader282,1,Adware,train
345,com.app.hero.ui,com.app.hero.ui,1,Adware,test
346,com.androidemu.bawangdedalu,com.androidemu.bawangdedalu,1,Adware,train
347,com.android.mmreader498,com.android.mmreader498,1,Adware,validation
348,com.android.mmreader762,com.android.mmreader762,1,Adware,train
349,org.openintents.filemanager,org.openintents.filemanager,1,Adware,train
350,cn.hongxiu.singlebook105496,cn.hongxiu.singlebook105496,1,Adware,train
351,com.shirley.livewallpaper.xiangcun1,com.shirley.livewallpaper.xiangcun1,1,Adware,test
352,com.dobi.dgalley240,com.dobi.dgalley240,1,Adware,train
353,com.zq.Fate,com.zq.Fate,1,Adware,validation
354,com.wxqhbfz.vn,com.wxqhbfz.vn,1,Adware,test
355,com.simple.graduate,com.simple.graduate,1,Adware,train
356,com.androidemu.harvetanke,com.androidemu.harvetanke,1,Adware,train
357,com.yyb.huxiaoshanzhuang,com.yyb.huxiaoshanzhuang,1,Adware,validation
358,com.battery.monkey.ui,com.battery.monkey.ui,1,Adware,train
359,com.wuzi.bysc,com.wuzi.bysc,1,Adware,train
360,com.gp.paopaoyu,com.gp.paopaoyu,1,Adware,train
361,com.xianguo.hdhdkki.svwa,com.xianguo.hdhdkki.svwa,1,Adware,validation
362,com.seach,com.seach,1,Adware,validation
363,googleanzhi.pointhim,googleanzhi.pointhim,1,Adware,test
364,igudi.com.sheyingrx,igudi.com.sheyingrx,1,Adware,validation
365,com.anderfans.girlfart,com.anderfans.girlfart,1,Adware,validation
366,ps.wb.csppxx.lock20130412003167,ps.wb.csppxx.lock20130412003167,1,Adware,train
367,com.zson.mbiz,com.zson.mbiz,1,Adware,test
368,com.feng.wuiTicket,com.feng.wuiTicket,1,Adware,train
369,fDceXw.VkLUvF.zjJZkD,fDceXw.VkLUvF.zjJZkD,1,Adware,train
370,com.mm.ph,com.mm.ph,1,Adware,train
371,com.android.mmreader552,com.android.mmreader552,1,Adware,train
372,com.android.mmreader675,com.android.mmreader675,1,Adware,train
373,com.android.mmreader147,com.android.mmreader147,1,Adware,train
374,com.shere.assistivetouch,com.shere.assistivetouch,1,Adware,train
375,com.android.mmreader513,com.android.mmreader513,1,Adware,test
376,com.coderet.buddhasay,com.coderet.buddhasay,1,Adware,train
377,com.wyf.zousizi,com.wyf.zousizi,1,Adware,train
378,com.vaniship.tools.adsltool,com.vaniship.tools.adsltool,1,Adware,train
379,com.andoop.finger,com.andoop.finger,1,Adware,train
380,com.androidemu.harvemaoxiandao3,com.androidemu.harvemaoxiandao3,1,Adware,test
381,com.alan.message,com.alan.message,1,Adware,train
382,com.alan.message,com.alan.message,1,Adware,train
383,com.android.mmreader869,com.android.mmreader869,1,Adware,validation
384,com.greensoft.sheXuanKu,com.greensoft.sheXuanKu,1,Adware,train
385,com.cjq.appmanager,com.cjq.appmanager,1,Adware,validation
386,shirley.game.llkdongwu,shirley.game.llkdongwu,1,Adware,test
